A1,A2,A3,A4,A5,A6,A7,A8,A9,¿Ã≈ªø©∫Œ
12,D,M,G,110.394000,54.600000,244,610.500000,A,1
17,D,M,G,140.630000,69.600000,194,809.700000,A,1
23,D,M,C,129.008000,72,117,656.400000,A,1
54,D,M,C,155.244000,77.400000,97,573,A,1
32,D,M,E,143.227000,57.600000,219,630,A,0
17,D,M,K,163.649000,115.800000,95,887.700000,A,1
23,D,M,G,139.645000,54.600000,178,721.500000,A,1
24,D,M,E,138.687000,129.600000,121,846.600000,A,0
25,D,M,E,184.405000,67.800000,352,858.300000,A,0
28,D,M,C,174.583000,83.400000,143,930.900000,A,1
20,D,M,G,160.592000,141,232,942,A,1
23,D,M,K,200.595000,55.800000,128,946.500000,A,1
47,D,M,C,158.625000,79.800000,221,991.500000,A,1
19,D,M,G,158.339000,127.800000,245,706.800000,A,1
31,D,M,C,121.046000,52.800000,101,720.600000,A,1
44,D,M,C,166.842000,101.500000,302,852.400000,A,1
25,D,M,G,177.027000,113.400000,204,883.800000,A,1
21,D,M,K,145.664000,138.600000,103,514.500000,A,1
26,D,M,K,117.023000,98.400000,98,601.800000,A,1
49,D,M,K,152.675000,58.500000,223,896.100000,A,1
50,D,M,G,153.793000,96.600000,152,626.700000,A,1
17,D,M,E,173.712000,88.800000,160,812.400000,A,0
47,D,M,E,138.353000,106.800000,124,861.300000,A,0
29,D,M,E,134.544000,82.800000,173,794.700000,A,0
44,D,M,E,170.507000,71.400000,222,799.800000,A,0
36,D,M,B,195.810000,27.500000,153,952.100000,A,0
46,D,M,H,209.554000,0,294,887.700000,A,1
38,D,M,G,160.876000,79.200000,261,713.100000,A,1
18,D,M,E,149.970000,75.500000,140,745.700000,A,0
14,D,M,C,170.629000,88.800000,169,731.400000,A,1
39,D,M,G,145.097000,67.800000,211,628.200000,A,1
20,D,M,C,169.665000,74.400000,107,748.200000,A,1
18,D,M,E,166.850000,57,92,827.100000,A,0
65,D,M,K,127.802000,67.800000,199,534,A,1
34,D,M,G,124.954000,64.800000,124,580.200000,A,1
25,D,M,C,129.204000,55,170,574.300000,A,1
24,D,M,K,125.470000,68.500000,120,622.300000,A,1
22,D,M,K,166.927000,98.400000,263,796.800000,A,1
39,D,M,E,175.788000,105,265,802.800000,A,0
28,D,M,G,151.594000,66.500000,263,925.400000,A,1
16,D,M,C,109.465000,62.400000,82,539.700000,A,1
32,D,M,C,137.208000,53.400000,93,630.300000,A,1
18,D,M,G,177.880000,81.600000,197,963.900000,A,1
38,D,M,K,190.445000,115.200000,318,979.500000,A,1
43,D,M,E,137.292000,71,237,803.300000,A,0
35,D,M,C,155.982000,101.400000,184,618.600000,A,1
27,D,M,E,135.266000,63.600000,156,778.800000,A,0
49,D,M,C,163.080000,120.600000,191,758.700000,A,1
32,D,M,C,170.205000,139.200000,122,737.400000,A,1
65,D,M,K,128.687000,88.200000,160,630.300000,A,1
30,D,M,E,165.842000,98.400000,184,720.300000,A,0
31,D,M,E,152.926000,79.500000,138,870.600000,A,1
17,D,M,C,132.043000,65.500000,214,705.100000,A,1
26,D,M,K,157.928000,83,147,665.600000,A,1
71,D,M,E,118.693000,64.200000,110,521.100000,A,0
14,D,M,G,107.399000,50.500000,123,588.700000,A,1
47,D,M,K,148.114000,100.800000,261,894.900000,A,1
18,D,M,C,153.327000,63,192,712.200000,A,1
29,D,M,K,145.358000,57,212,667.500000,A,1
46,D,M,C,165.949000,66,294,845.400000,A,1
17,D,M,G,160.364000,73.200000,212,740.100000,A,1
38,D,M,G,129.053000,50.400000,123,605.700000,A,1
12,D,M,G,124.258000,142.200000,82,536.400000,A,1
36,D,M,K,162.226000,65.400000,122,657.600000,A,1
56,D,M,K,141.789000,60.600000,128,805.200000,A,1
24,D,M,K,118.138000,55.500000,238,659.700000,A,1
20,D,M,K,133.420000,93.600000,191,773.700000,A,1
25,D,M,C,150.406000,93.600000,157,894.900000,A,1
14,D,M,K,136.041000,52.200000,189,813.300000,A,1
33,D,M,C,110.664000,60,95,651.600000,A,1
36,D,M,G,157.567000,123.600000,108,786,A,1
29,D,M,K,144.945000,56.400000,68,558.300000,A,1
27,D,M,E,168.118000,114,119,681,A,0
34,D,M,K,130.495000,71.400000,84,595.800000,A,1
19,D,M,G,154.920000,85.200000,102,755.700000,A,1
42,D,M,G,232.210000,135.500000,527,924.500000,A,0
28,D,M,G,193.784000,0,226,798.300000,A,1
44,D,M,A,173.913000,8.500000,225,708.400000,A,1
28,D,M,A,217.137000,4.800000,429,995.700000,A,1
41,D,M,B,199.822000,116.400000,128,967.500000,A,0
35,D,M,G,204.256000,75,91,782.700000,A,1
28,D,M,H,216.290000,28.800000,316,756.600000,A,1
34,D,M,A,213.046000,48,220,936.900000,A,1
54,D,M,G,218.152000,98.400000,172,969.300000,A,1
79,D,M,H,213.567000,22.800000,312,938.400000,A,1
42,D,M,H,174.637000,48.600000,365,716.700000,A,1
38,D,M,C,112.232000,16.200000,239,510.900000,A,0
18,D,M,G,210.841000,99.600000,484,973.500000,A,0
28,D,M,G,211.332000,50.400000,399,900.300000,A,1
24,D,M,G,223.158000,30,427,916.500000,A,0
20,D,M,B,167.613000,19.800000,291,649.500000,A,0
40,D,M,G,221.801000,17.400000,352,960.600000,A,1
28,D,M,H,218.445000,73.500000,123,893.100000,A,1
40,D,M,G,185.065000,53.400000,106,767.400000,A,1
13,D,M,B,201.256000,46.800000,445,936.600000,A,0
17,D,M,B,204.676000,43.500000,421,815.700000,A,0
21,D,M,B,226.817000,58.500000,357,956.100000,A,0
17,D,M,B,173.289000,49.200000,284,724.500000,A,0
24,D,M,G,199.013000,24.600000,389,890.400000,A,0
13,D,M,B,222.706000,0,552,876.300000,A,0
23,D,M,B,206.294000,43.800000,489,885.300000,A,0
40,D,M,A,176.093000,106,172,704.200000,A,1
27,D,M,H,163.106000,61,182,595.300000,A,1
21,D,M,B,214.180000,46.200000,401,839.400000,A,0
14,D,M,B,233.302000,130.200000,397,963.600000,A,1
15,D,M,B,194.952000,57.600000,410,741.300000,A,0
12,D,M,B,192.024000,10.200000,447,775.800000,A,0
31,D,M,C,140.305000,53.400000,360,833.100000,A,0
24,D,M,B,168.517000,6,306,656.100000,A,0
24,D,M,B,184.153000,30.600000,395,785.400000,A,0
23,D,M,B,220.417000,76.500000,472,951.900000,A,0
29,D,M,H,183.538000,9.500000,433,716.600000,A,1
17,D,M,G,203.759000,6,498,818.700000,A,1
18,D,M,A,200.120000,54,413,763.800000,A,1
47,D,M,G,147.424000,85.800000,429,951.900000,A,0
21,D,M,G,230.920000,57,300,947.100000,A,0
23,D,M,C,157.497000,46.200000,259,547.500000,A,0
37,D,M,G,170.402000,13.500000,286,773.400000,A,0
56,D,M,G,189.934000,10.800000,439,912.900000,A,0
20,D,M,G,185.800000,21,341,760.800000,A,0
45,D,M,C,182.070000,13.200000,370,836.700000,A,0
16,D,M,G,158.351000,120,305,521.400000,A,0
16,D,M,B,199.616000,40,379,780.400000,A,0
60,D,M,H,218.626000,88.800000,273,896.100000,A,1
22,D,M,B,204.608000,0,323,824.100000,A,0
21,D,M,B,181.563000,15,158,743.100000,A,0
14,D,M,G,112.053000,34.500000,324,532.500000,A,0
39,D,M,H,205.642000,6.600000,94,935.700000,A,1
41,D,M,G,154.641000,55.800000,307,819.300000,A,0
50,D,M,C,124.455000,46,369,631.600000,A,0
17,D,M,G,124.563000,109,330,601.900000,A,0
31,D,M,G,161.395000,76.200000,315,710.400000,A,0
16,D,M,B,207.511000,99.600000,386,864.900000,A,0
21,D,M,B,189.098000,33.600000,466,839.400000,A,0
21,D,M,B,217.243000,3,535,966,A,0
14,D,M,G,149.485000,13.200000,243,617.100000,A,0
24,D,M,G,114.956000,115.800000,210,591.900000,A,0
33,D,M,G,113.002000,114.600000,346,662.100000,A,0
28,D,M,C,166.832000,43.200000,478,825.600000,A,0
47,D,M,G,201.444000,33,368,855.300000,A,1
45,D,M,G,173.206000,36,324,806.100000,A,0
37,D,M,C,122.024000,36,199,611.700000,A,0
53,D,M,G,176.178000,27.500000,433,857,A,0
47,D,M,G,124.099000,30.600000,223,562.200000,A,0
18,D,M,C,141.506000,45.600000,422,732.300000,A,0
22,D,M,C,168.408000,69,519,871.200000,A,0
20,D,M,C,119.172000,94.800000,204,628.200000,A,0
32,D,M,H,202.576000,0,489,903.900000,A,1
18,D,M,G,163.808000,99.500000,336,610.100000,A,0
21,D,M,G,177.112000,94,471,951.400000,A,0
15,D,M,A,225.738000,49.200000,455,941.100000,A,1
26,D,M,C,158.155000,171.600000,268,732,A,0
58,D,M,C,105.448000,44.400000,195,531.300000,A,0
47,D,M,G,134.658000,52,310,575.800000,A,0
16,D,M,B,232.902000,34.500000,528,981.300000,A,0
14,D,M,C,128.330000,101.400000,365,703.800000,A,0
22,D,M,G,225.091000,3,470,954,A,0
43,D,M,C,160.245000,19.800000,275,741.600000,A,0
17,D,M,G,139.126000,93,281,654.300000,A,0
19,D,M,A,229.189000,36.500000,362,906.800000,A,1
20,D,M,G,210.905000,55.200000,535,919.200000,A,0
12,D,M,C,119.274000,18,198,558.900000,A,0
44,D,M,C,150.536000,5.500000,165,622,A,0
37,D,M,G,152.738000,21.600000,266,795.900000,A,0
12,D,M,G,229.456000,0,390,945,A,0
32,D,M,C,131.457000,101.400000,214,660.600000,A,0
24,D,M,A,208.609000,129,278,855,A,1
44,D,M,G,166.060000,120,312,661.800000,A,0
25,D,M,B,193.529000,35,311,799.100000,A,0
18,D,M,B,201.411000,46.200000,442,855.300000,A,0
25,D,M,B,178.630000,0,376,760.200000,A,0
17,D,M,B,219.317000,52,513,904.600000,A,0
25,D,M,C,181.647000,24,443,861.300000,A,0
37,D,M,G,171.226000,129.600000,337,793.500000,A,0
20,D,M,C,109.180000,88.200000,112,575.400000,A,1
42,D,M,G,155.513000,0,305,693,A,0
22,D,M,C,115.585000,30,119,573.600000,A,1
12,D,M,B,186.820000,37.200000,275,707.100000,A,0
31,D,M,C,121.697000,0,62,623.400000,A,0
61,D,M,A,196.842000,111,229,777.300000,A,1
61,D,M,C,138.062000,31.800000,277,873.900000,A,0
21,D,M,B,202.038000,34,316,781,A,0
63,D,M,C,170.970000,85.800000,203,904.200000,A,0
32,D,M,G,173.993000,87,318,903.600000,A,0
32,D,M,C,135.544000,34.200000,134,660,A,0
28,D,M,C,184.923000,0,112,790.800000,A,0
21,D,M,B,242.478000,0,477,991.800000,A,0
17,D,M,G,153.399000,54.600000,218,749.400000,A,0
37,D,M,G,121.063000,12,56,689.100000,A,0
39,D,M,G,159.333000,88.500000,190,643.500000,A,0
17,D,M,G,220.138000,73.200000,247,989.400000,A,0
20,D,M,B,167.281000,51,250,671.700000,A,0
28,D,M,C,151.044000,32.400000,124,722.700000,A,0
50,D,M,G,147.061000,87.600000,272,946.800000,A,0
22,D,M,G,193.866000,10.200000,204,910.500000,A,0
30,D,M,C,126.627000,45,129,670.800000,A,0
43,D,M,C,180.668000,38.500000,147,835,A,0
15,D,M,G,149.007000,13.500000,106,735.300000,A,0
28,D,M,G,138.227000,10.200000,76,639.600000,A,0
33,D,M,C,164.420000,42,96,745.500000,A,1
23,D,M,C,182.214000,56.400000,340,898.500000,A,0
52,D,M,C,175.671000,95.400000,226,964.200000,A,0
42,D,M,C,167.591000,93.600000,222,713.400000,A,0
21,D,M,B,178.211000,35.400000,370,706.500000,A,0
24,D,M,A,219.828000,60.600000,292,979.800000,A,1
26,D,M,A,206.770000,61.200000,141,919.800000,A,1
26,D,M,G,137.529000,73.200000,217,686.100000,A,0
49,D,M,G,118.459000,38.400000,60,647.700000,A,1
15,D,M,A,196.570000,0,299,765.600000,A,1
36,D,M,G,137.323000,78.600000,38,666.600000,A,0
24,D,M,G,191.732000,156.600000,328,885.300000,A,1
27,D,M,G,202.348000,8.400000,76,892.800000,A,1
24,D,M,B,194.037000,75,280,840.300000,A,1
39,D,M,G,203.453000,43,214,963.400000,A,0
22,D,M,B,169.658000,31,237,684.100000,A,0
16,D,M,B,181.047000,45.600000,315,735,A,1
26,D,M,C,125.087000,46.500000,187,647.400000,A,0
20,D,M,G,154.497000,71.400000,155,586.200000,A,0
24,D,M,C,158.130000,16,212,673.300000,A,0
26,D,M,G,150.910000,12.600000,155,733.200000,A,0
20,D,M,B,173.337000,27.600000,251,674.700000,A,0
38,D,M,G,153.094000,79.200000,265,970.800000,A,0
32,D,M,A,195.138000,90,231,896.100000,A,1
40,D,M,A,215.728000,28.200000,239,907.800000,A,1
33,D,M,C,119.700000,14,170,538.400000,A,0
21,D,M,G,196.258000,27,270,746.100000,A,0
18,D,M,G,191.973000,0,304,914.400000,A,0
19,D,M,G,121.560000,43.800000,58,639.600000,A,0
15,D,M,B,190.468000,94.800000,422,833.700000,A,0
64,D,M,C,132.233000,46.800000,169,624.900000,A,0
18,D,M,G,149.970000,75.500000,140,745.700000,A,0
41,D,M,C,155.170000,48,153,529.200000,A,0
23,D,M,G,126.923000,37.800000,163,550.800000,A,0
18,D,M,C,164.434000,84.600000,276,908.100000,A,0
14,D,M,A,180.415000,16.800000,252,679.800000,A,1
20,D,M,G,199.621000,105.500000,322,893.300000,A,0
18,D,M,G,153.327000,63,192,712.200000,A,0
45,D,M,C,155.746000,36.500000,121,974.300000,A,0
29,D,M,G,145.359000,57,212,667.500000,A,0
24,D,M,A,167.714000,21.600000,369,661.200000,A,1
17,D,M,G,128.187000,116.500000,113,688.900000,A,0
12,D,M,A,222.400000,48,385,973.800000,A,1
25,D,M,B,215.988000,118.200000,504,919.800000,A,0
24,D,M,A,203.708000,85.200000,302,923.100000,A,1
21,D,M,G,205.417000,22.200000,259,949.200000,A,0
20,D,M,B,162.280000,64.200000,234,588.900000,A,0
20,D,M,B,199.098000,43.800000,361,938.100000,A,0
12,D,M,B,208.271000,54,261,960.600000,A,0
20,D,M,B,182.416000,54.600000,284,747,A,0
19,D,M,G,197.209000,15,391,762.900000,A,0
20,D,M,B,215.764000,49.500000,488,866.100000,A,0
13,D,M,A,202.169000,79.200000,420,950.400000,A,1
19,D,M,A,214.522000,9.500000,579,955.400000,A,1
24,D,M,A,219.025000,11.500000,616,975.400000,A,1
15,D,M,B,193.986000,27,387,828.900000,A,0
15,D,M,G,183.760000,83.400000,213,733.800000,A,0
16,D,M,G,164.825000,28.800000,175,612.900000,A,0
38,D,M,G,205.485000,82.200000,330,904.500000,A,1
17,D,M,A,189.968000,111.500000,487,765.500000,A,1
25,D,M,B,210.951000,40.800000,385,889.500000,A,0
17,D,M,B,162.457000,7.800000,219,600.900000,A,0
12,D,M,B,201.648000,9,172,778.200000,A,0
22,D,M,G,204.891000,157.800000,172,922.800000,A,0
25,D,M,B,220.942000,23.500000,158,873.700000,A,0
22,D,M,A,183.886000,15,177,709.800000,A,1
12,D,M,A,196.789000,97.200000,206,831.600000,A,1
50,D,M,H,211.814000,46.500000,429,930.900000,A,1
21,D,M,B,204.808000,13.200000,149,855.900000,A,0
17,D,M,B,236.099000,112,262,951.700000,A,0
15,D,M,G,176.522000,6,218,731.700000,A,0
19,D,M,A,226.879000,25.200000,210,902.700000,A,1
42,D,M,H,177.101000,79.800000,170,700.200000,A,1
50,D,M,B,199.868000,34.800000,293,771.900000,A,0
21,D,M,A,204.901000,189.600000,255,933.300000,A,1
15,D,M,B,198.503000,48,83,849.300000,A,0
23,D,M,A,213.937000,22.800000,195,947.400000,A,1
39,D,M,H,168.271000,36.500000,136,647.900000,A,1
24,D,M,B,199.163000,51,276,802.800000,A,0
23,D,M,B,173.409000,112.800000,147,652.800000,A,0
17,D,M,B,196.520000,55.800000,305,905.400000,A,0
16,D,M,B,203.881000,40,189,917.500000,A,0
12,D,M,A,190.578000,56.500000,128,821.500000,A,0
25,D,M,G,226.608000,0,208,907.200000,A,0
22,D,M,B,204.126000,145.800000,151,826.200000,A,0
16,D,M,G,210.222000,41.400000,357,959.400000,A,0
43,D,M,B,193.106000,85.200000,189,730.800000,A,0
19,D,M,B,192.606000,52.200000,237,805.500000,A,0
23,D,M,B,174.353000,31.200000,204,672,A,0
24,D,M,B,171.624000,16,204,689.800000,A,0
15,D,M,G,161.436000,77.400000,222,587.400000,A,0
21,D,M,B,211.126000,30.500000,189,969.200000,A,0
18,D,M,A,205.457000,91.800000,158,794.100000,A,1
21,D,M,A,199.102000,42,106,759.600000,A,1
17,D,M,B,166.706000,34.800000,97,644.400000,A,0
22,D,M,A,206.087000,49.200000,129,813.600000,A,1
21,D,M,G,200.238000,0,194,858.600000,A,0
23,D,M,B,208.840000,42.600000,262,892.200000,A,0
17,D,M,B,200.249000,94.200000,98,792.600000,A,0
19,D,M,A,214.833000,0,172,753,A,1
20,D,M,B,173.228000,86,217,686.600000,A,0
32,D,M,A,169.061000,62.400000,114,653.700000,A,0
23,D,M,B,204.951000,100.200000,263,877.800000,A,0
20,D,M,A,184.478000,34,100,742,A,1
17,D,M,B,211.368000,7.800000,203,900.600000,A,0
46,D,M,B,209.100000,74.500000,284,865.600000,A,0
33,D,M,A,225.085000,48.600000,320,929.400000,A,1
18,D,M,G,198.044000,32,202,816.800000,A,0
17,D,M,B,204.495000,27.600000,160,867,A,0
27,D,M,G,176.530000,13.800000,328,738.300000,A,1
19,D,M,G,230.097000,64.200000,78,899.100000,A,0
19,D,M,G,189.338000,36,179,773.700000,A,0
15,D,M,G,227.393000,50,176,905.300000,A,0
22,D,M,G,173.452000,69,124,688.500000,A,0
23,D,M,B,199.087000,36,290,963.600000,A,0
42,D,M,A,211.966000,25,155,913.600000,A,1
25,D,M,B,224.231000,20.400000,228,881.100000,A,0
12,D,M,G,207.809000,6,76,807.300000,A,0
19,D,M,B,212.684000,81,177,879,A,0
35,D,M,H,222.453000,61.200000,197,893.700000,A,1
45,D,M,A,231.731000,32,241,981.500000,A,1
24,D,M,B,220.263000,7,308,858.100000,A,0
18,D,M,A,220.654000,66,204,913.200000,A,1
24,D,M,B,243.298000,177,408,991.800000,A,0
24,D,M,A,202.905000,33,361,812.700000,A,1
26,D,M,A,234.301000,16,556,933.700000,A,1
24,D,M,G,168.403000,0,159,631.800000,A,0
22,D,M,A,205.663000,117,102,931.200000,A,1
15,D,M,B,212.762000,28.500000,205,993,A,0
48,D,M,H,173.457000,0,329,649.500000,A,1
15,D,M,G,218.305000,88.200000,147,999.900000,A,0
31,D,M,H,209.192000,117.600000,128,834.900000,A,1
24,D,M,A,225.121000,7.800000,124,906.600000,A,1
15,D,M,G,235.176000,20.400000,175,925.200000,A,0
15,D,M,B,206.115000,41,70,869.600000,A,0
13,D,M,B,212.855000,28,244,912.400000,A,0
66,D,M,H,160.137000,13.800000,216,573.600000,A,1
16,D,M,B,195.949000,66,138,869.100000,A,0
22,D,M,A,211.454000,28.200000,146,878.100000,A,1
12,D,M,B,163.586000,60,140,604.800000,A,0
14,D,M,B,225.823000,0,267,900.300000,A,0
15,D,M,B,207.703000,51.600000,50,845.100000,A,0
44,D,M,H,230.573000,0,335,918.900000,A,1
18,D,M,G,193.174000,0,143,783.900000,A,0
20,D,M,A,231.413000,70.800000,250,934.500000,A,1
25,D,M,B,179.446000,67.500000,194,756,A,0
12,D,M,B,197.728000,30,225,828.900000,A,0
21,D,M,B,201.997000,111,248,857.700000,A,0
18,D,M,A,209.870000,52.200000,226,943.200000,A,1
22,D,M,B,193.798000,42,243,763.500000,A,0
19,D,M,B,170.748000,54.500000,139,641.900000,A,0
31,D,M,B,210.847000,145.200000,422,918.300000,A,0
37,D,M,H,217.946000,26.500000,97,850.600000,A,1
22,D,M,B,167.633000,0,25,657,A,0
17,D,M,G,177.211000,0,83,762,A,1
35,D,M,G,207.647000,34.500000,302,917.100000,A,1
24,D,M,G,201.372000,10,34,754.900000,A,0
22,D,M,A,210.973000,79.500000,187,836.400000,A,1
32,D,M,H,196.188000,5.500000,393,795.400000,A,1
20,D,M,G,180.310000,63,164,750.900000,A,0
61,D,M,A,209.460000,52.800000,201,836.100000,A,1
37,D,M,H,199.251000,43.800000,412,760.800000,A,0
26,D,M,B,176.398000,25.800000,70,707.700000,A,0
25,D,M,C,131.389000,0,63,681.600000,A,1
54,D,M,H,187.224000,130.200000,222,810.600000,A,1
39,D,M,G,173.626000,100.200000,155,650.700000,A,0
40,D,M,A,204.348000,51,297,891.300000,A,1
39,D,M,B,186.685000,135.500000,155,737.600000,A,0
30,D,M,C,146.202000,112.800000,67,760.200000,A,1
36,D,M,C,177.905000,17.400000,72,792.300000,A,1
37,D,M,C,121.063000,12,56,689.100000,A,1
15,D,M,C,168.963000,56,72,899.600000,A,1
17,D,M,C,131.317000,26,49,505.400000,A,1
47,D,M,C,125.252000,41.400000,48,643.500000,A,0
47,D,M,C,192.603000,55.500000,76,908.400000,A,1
40,D,M,C,120.752000,65.400000,63,671.100000,A,1
38,D,M,C,175.768000,15.500000,67,870.500000,A,1
17,D,M,C,105.145000,25.500000,45,522,A,1
47,D,M,C,152.906000,12,45,657.600000,A,1
39,D,M,C,159.302000,72.600000,73,925.800000,A,1
59,D,M,C,108.436000,36.500000,31,572.900000,A,1
36,D,M,C,158.157000,33.600000,44,611.700000,A,1
13,D,M,C,151.668000,33,69,876.600000,A,1
38,D,M,C,153.266000,0,50,598.200000,A,1
25,D,M,C,189.805000,70.200000,90,926.400000,A,1
64,D,M,A,200.233000,38.500000,241,828.400000,A,1
41,D,M,C,142.202000,16,42,850.300000,A,1
22,D,M,C,107.689000,19.500000,40,588.600000,A,1
33,D,M,C,149.639000,35.500000,23,639.400000,A,1
14,D,M,C,158.141000,43.800000,33,552.300000,A,1
12,D,M,C,153.600000,125.500000,59,726.700000,A,1
19,D,M,C,160.019000,15,59,744.300000,A,1
30,D,M,C,166.774000,20.400000,69,799.500000,A,1
45,D,M,C,145.033000,19,69,871.300000,A,1
39,D,M,B,194.332000,11.400000,96,786.900000,A,0
12,D,M,C,183.550000,42.500000,53,973.100000,A,1
17,D,ML,C,115.913000,0,9,492.300000,A,0
41,D,M,C,123.094000,79.200000,58,591.600000,A,1
25,D,M,C,171.204000,73.800000,53,815.100000,A,1
26,D,M,H,174.339000,157.200000,230,723,A,0
28,D,M,B,192.330000,49.200000,379,861,A,1
33,D,M,B,215.253000,82.200000,95,870.900000,A,0
38,D,M,A,179.121000,34.800000,275,745.800000,A,1
29,D,M,G,195.820000,36.600000,75,784.800000,A,1
27,D,M,A,219.852000,57.600000,421,945.600000,A,0
52,D,M,G,177.930000,25,274,673,A,1
33,D,M,G,188.990000,54.500000,88,772.700000,A,1
36,D,M,B,215.624000,9.600000,81,821.100000,A,0
48,D,M,H,226.848000,0,136,871.500000,A,1
16,D,M,G,124.124000,61.800000,26,707.100000,A,0
35,D,M,C,134.365000,12.600000,179,609.900000,A,0
38,D,M,H,244.318000,79.200000,515,994.500000,A,1
47,D,M,I,202.024000,105,419,931.800000,C,0
17,D,M,I,141.059000,27.600000,476,846.900000,A,0
22,D,M,G,140.248000,20.400000,517,853.200000,A,0
37,D,M,J,187.814000,48,372,721.800000,A,0
13,D,M,I,151.437000,39,218,573,A,0
26,D,M,C,215.502000,16.200000,350,891.900000,A,0
22,D,M,G,220.434000,18,631,977.100000,C,0
32,D,M,C,234.187000,0,439,933.900000,C,0
16,D,M,C,127.313000,129.600000,255,581.100000,A,0
17,D,M,G,169.897000,34.200000,354,790.500000,A,0
34,D,M,I,175.706000,10.200000,304,669.300000,A,0
28,D,M,G,129.948000,51.600000,300,660.900000,A,0
37,D,M,C,193.098000,0,342,739.200000,A,0
36,D,M,G,210.852000,66.600000,607,958.500000,A,0
15,D,M,I,179.546000,30,312,757.200000,A,0
21,D,M,J,122.878000,73.200000,305,633.300000,A,0
67,D,M,J,128.400000,8.400000,296,784.200000,A,1
39,D,M,J,117,62.400000,292,501.600000,A,0
22,D,M,C,120.942000,68,295,657.200000,A,0
23,D,M,J,232.137000,24,556,950.400000,C,0
38,D,M,C,135.685000,96.600000,185,515.100000,A,0
25,D,M,G,110.389000,39.500000,285,622.400000,A,0
40,D,M,C,193.946000,40.800000,389,818.400000,A,0
35,D,M,C,181.363000,88.500000,433,990.900000,A,0
20,D,M,C,167.716000,33,256,797.700000,A,0
22,D,M,I,159.100000,58.200000,308,597.600000,A,1
31,E,M,G,229.151000,60.600000,454,1103.700000,A,1
20,E,MH,A,315.120000,124.800000,368,1555.200000,A,1
28,E,M,B,243.669000,120,209,1107,A,0
29,E,MH,G,288.801000,65.400000,877,1853.700000,A,1
28,E,MH,H,303.464000,53.400000,337,1665.300000,A,1
12,E,MH,A,290.511000,25.200000,511,1457.100000,A,1
42,E,MH,A,347.740000,30.600000,1184,1907.400000,A,1
49,E,M,C,195.623000,42.500000,603,1135.700000,A,1
33,E,MH,H,239.065000,78.600000,63,1290.900000,A,1
14,E,M,E,194.645000,0,591,1258.800000,A,0
21,E,M,B,228.493000,75.500000,264,1126.700000,A,0
21,E,MH,C,238.092000,49.200000,707,1638.600000,A,1
68,E,MH,A,265.780000,36,298,1505.400000,A,1
22,E,MH,B,356.107000,130.800000,303,1768.200000,A,0
17,E,MH,A,258.703000,58.800000,288,1515,A,1
39,E,MH,H,265.834000,34.800000,290,1521.600000,A,1
22,E,H,G,279.632000,9,1283,2085.600000,A,1
28,E,M,B,233.777000,103,124,1090,A,0
18,E,MH,B,274.429000,100.800000,533,1550.400000,A,0
67,E,MH,B,323.883000,27.600000,90,1674.600000,A,0
17,E,M,K,155.270000,32,741,1193,A,1
15,E,H,G,421.625000,45,645,2343.600000,A,0
17,E,H,B,365.559000,34.800000,310,2253.300000,A,0
23,E,MH,G,332.125000,66.600000,422,1741.800000,A,0
38,E,MH,E,200.866000,40.200000,916,1628.100000,A,0
30,E,MH,K,220.200000,30,1054,1837.500000,A,1
24,E,MH,G,271.530000,0,472,1318.500000,A,0
35,E,MH,A,250.294000,89.500000,330,1271.200000,A,1
51,E,M,G,244.717000,0,471,1225.500000,A,1
57,E,MH,G,281.205000,60,992,1896,A,1
23,E,M,B,230.816000,50.400000,153,1076.100000,A,0
51,E,M,G,217.404000,88.800000,245,1031.700000,A,1
32,E,MH,G,183.598000,26.400000,612,1432.200000,A,1
18,E,M,B,228.873000,81,210,1020.900000,A,0
37,E,H,H,341.486000,11.400000,935,2025.300000,A,1
15,E,MH,B,234.522000,46.800000,354,1423.500000,A,0
33,E,M,H,230.426000,34.800000,584,1112.100000,A,1
